id,name,rating,title,date,review,platform_name,scraped_timestamp,language,source_url,adjective_review,ner_review,emotions_review,empathy_review
1,harsh,5,Eco-Friendly and Effective,18 February 2025,"Luvs diapers offer excellent leak protection at a great price, making them a reliable choice for everyday use.",Amazon,12am,English,Amazon Reviews,excellent great reliable everyday,,"[('admiration', 0.8232620358467102), ('approval', 0.10039380937814713), ('neutral', 0.07347572594881058)]","[[{'label': 'neutral', 'score': 0.9319237470626831}, {'label': 'joy', 'score': 0.03224413841962814}, {'label': 'disgust', 'score': 0.014323141425848007}, {'label': 'anger', 'score': 0.0070553128607571125}, {'label': 'surprise', 'score': 0.006014022510498762}, {'label': 'sadness', 'score': 0.004289314616471529}, {'label': 'fear', 'score': 0.004150265362113714}]]"
1,Shantanu,5,great,18 February 2025,great and comfortable,Amazon,12am,English,Amazon Reviews,great comfortable,,"[('admiration', 0.8325015902519226), ('approval', 0.0672459602355957), ('gratitude', 0.06114170700311661)]","[[{'label': 'joy', 'score': 0.9149568676948547}, {'label': 'neutral', 'score': 0.06502348929643631}, {'label': 'surprise', 'score': 0.008113806135952473}, {'label': 'sadness', 'score': 0.006985758431255817}, {'label': 'disgust', 'score': 0.001938328961841762}, {'label': 'anger', 'score': 0.0018220233032479882}, {'label': 'fear', 'score': 0.0011597736738622189}]]"
1,swathi surendran,1,Dont go by ratings,11 January 2025,"I used Alter Diapers for a month, hoping they would live up to the glowing reviews, but I am extremely disappointed. While the diapers are soft to touch, their size is way too small for the mentioned age/weight range, making them uncomfortable for the baby.

The biggest letdown is their absorbency. Despite claims of staying dry, these diapers become wet very quickly compared to other premium yet cheaper options. This results in frequent changes, which is neither economical nor convenient.

I truly regret trusting the ratings and investing in these diapers. After a month of use, I wouldn’t recommend them to anyone looking for comfort, quality and value.
5 people found this helpful",Amazon,12am,English,Amazon Reviews,disappointed soft small uncomfortable biggest dry wet other cheaper frequent economical convenient helpful,"('a month', 'DATE')","[('neutral', 0.3148179352283478), ('disappointment', 0.13546426594257355), ('annoyance', 0.10176832228899002)]","[[{'label': 'sadness', 'score': 0.7369586825370789}, {'label': 'neutral', 'score': 0.13808566331863403}, {'label': 'disgust', 'score': 0.09270631521940231}, {'label': 'fear', 'score': 0.01106893178075552}, {'label': 'surprise', 'score': 0.009913494810461998}, {'label': 'anger', 'score': 0.009339741431176662}, {'label': 'joy', 'score': 0.0019271255005151033}]]"
1,Richa,1,Worst baby diaper,28 December 2024,"Worst diaper i have ever bought...I gave such bad rash to my baby just after 2 hrs...material is not soft at all...I am using kim and kimmy since birth, never any rash...we nvr used any cream vid kim and kimmy...but this one is horrible
One person found this helpful",Amazon,12am,English,Amazon Reviews,Worst such bad soft rash horrible helpful,"('2', 'CARDINAL')","[('disgust', 0.2995007634162903), ('annoyance', 0.18693099915981293), ('neutral', 0.1325010359287262)]","[[{'label': 'disgust', 'score': 0.6534441709518433}, {'label': 'fear', 'score': 0.18491420149803162}, {'label': 'sadness', 'score': 0.05654722824692726}, {'label': 'anger', 'score': 0.04705911874771118}, {'label': 'surprise', 'score': 0.04496477171778679}, {'label': 'neutral', 'score': 0.010144696570932865}, {'label': 'joy', 'score': 0.0029258187860250473}]]"
1,vinod sadarangani,5,Excellent Quality.,17 December 2024,"Very soft and absorbent. No leaks and fits well. I feel it's better than makes such as Pampers premium and Huggies... Have been buying this item multiple times and the quality is consistently good. Highly recommended.
One person found this helpful",Amazon,12am,English,Amazon Reviews,soft absorbent better such multiple good helpful,"('Pampers', 'ORG')","[('neutral', 0.23510709404945374), ('admiration', 0.21819636225700378), ('love', 0.17514406144618988)]","[[{'label': 'joy', 'score': 0.5182511210441589}, {'label': 'neutral', 'score': 0.42710667848587036}, {'label': 'disgust', 'score': 0.02566172368824482}, {'label': 'surprise', 'score': 0.014269184321165085}, {'label': 'sadness', 'score': 0.007787363603711128}, {'label': 'anger', 'score': 0.005592336878180504}, {'label': 'fear', 'score': 0.0013316136319190264}]]"
1,Nagananda Holla G,1,To costly and everyone cant afford it,27 September 2024,"Pattern Name: PantsSize: Medium- Explorer
Now its become a fashion for all the manufacturers, to sell anything in thr name of organic and ecofriendly. Serious this is very much expensive and its not feasible even an ordinary mom to purchase it. Prices has to be realstic and seller it higher price, doea not serve the purpose at all for the common customers.",Amazon,12am,English,Amazon Reviews,organic Serious expensive feasible ordinary realstic higher common,,"[('neutral', 0.5307053327560425), ('annoyance', 0.09122628718614578), ('caring', 0.06895923614501953)]","[[{'label': 'sadness', 'score': 0.5807733535766602}, {'label': 'anger', 'score': 0.1898784041404724}, {'label': 'neutral', 'score': 0.11132825165987015}, {'label': 'disgust', 'score': 0.05428927019238472}, {'label': 'surprise', 'score': 0.04715108126401901}, {'label': 'joy', 'score': 0.011972714215517044}, {'label': 'fear', 'score': 0.004606917500495911}]]"
1,Jitendra Adappa,1,Not a very good product,31 July 2024,"My baby got severe rashes with this diaper.
Prior to this I’ve used many other brands but he never got any rashes.
Since day1 of using this diaper the rashes started appearing.
I would not recommend this product
One person found this helpful",Amazon,12am,English,Amazon Reviews,severe many other helpful,"('One', 'CARDINAL')","[('neutral', 0.43989667296409607), ('disappointment', 0.14873188734054565), ('sadness', 0.08327199518680573)]","[[{'label': 'neutral', 'score': 0.3871253728866577}, {'label': 'sadness', 'score': 0.31561511754989624}, {'label': 'disgust', 'score': 0.20737135410308838}, {'label': 'fear', 'score': 0.032685328274965286}, {'label': 'anger', 'score': 0.027465293183922768}, {'label': 'surprise', 'score': 0.02396281436085701}, {'label': 'joy', 'score': 0.005774714518338442}]]"
1,Adisha Jain,5,Best Diaper Brand,28 June 2024,Very nice. Absorbing feature awesome. Extremely happy with the product.,Amazon,12am,English,Amazon Reviews,nice Absorbing awesome happy,,"[('admiration', 0.6825428009033203), ('joy', 0.38627296686172485), ('excitement', 0.11995241045951843)]","[[{'label': 'joy', 'score': 0.9690043926239014}, {'label': 'surprise', 'score': 0.010587997734546661}, {'label': 'neutral', 'score': 0.01006122026592493}, {'label': 'sadness', 'score': 0.004666219465434551}, {'label': 'disgust', 'score': 0.002842454705387354}, {'label': 'anger', 'score': 0.0024596217554062605}, {'label': 'fear', 'score': 0.0003781074774451554}]]"
1,SOUMI,5,Too soft for baby’s delicate skin,09 April 2024,"Very soft an durable till 9 hrs
One person found this helpful",Amazon,12am,English,Amazon Reviews,soft durable hrs helpful,"('9', 'CARDINAL')","[('approval', 0.401062935590744), ('admiration', 0.265037477016449), ('neutral', 0.20956973731517792)]","[[{'label': 'neutral', 'score': 0.8118160367012024}, {'label': 'joy', 'score': 0.1411469578742981}, {'label': 'surprise', 'score': 0.0229486096650362}, {'label': 'sadness', 'score': 0.011424391530454159}, {'label': 'disgust', 'score': 0.008254936896264553}, {'label': 'anger', 'score': 0.002794540487229824}, {'label': 'fear', 'score': 0.0016144888941198587}]]"
1,Kashvi Rekhy,5,Worth it.,01 April 2024,Good absorption. Feels dry longer.,Amazon,12am,English,Amazon Reviews,Good,,"[('admiration', 0.33241161704063416), ('neutral', 0.24922670423984528), ('joy', 0.11755578964948654)]","[[{'label': 'neutral', 'score': 0.7926899194717407}, {'label': 'disgust', 'score': 0.08030053973197937}, {'label': 'joy', 'score': 0.0801939070224762}, {'label': 'sadness', 'score': 0.03309113532304764}, {'label': 'anger', 'score': 0.007607871200889349}, {'label': 'surprise', 'score': 0.004298438783735037}, {'label': 'fear', 'score': 0.0018181651830673218}]]"
1,PARUL DIXIT,1,Pathetic and overpriced,15 March 2024,"These pant diapers are utter waste of money. Tape diapers were good for baby which they discontinued in size L . Had to order pant diapers turned out fraud. Fills in no time and starts leaking in 2-3 hours. No matter what size you purchase M or L for 7kg Baby Weight. These guys are making customers fool by playing with the parents’ emotion and concern for their kids. Not at all recommended. Waste waste waste….
6 people found this helpful",Amazon,12am,English,Amazon Reviews,utter good helpful,"('2-3 hours', 'TIME')","[('neutral', 0.3188799023628235), ('annoyance', 0.24868769943714142), ('disapproval', 0.17731040716171265)]","[[{'label': 'disgust', 'score': 0.5768561363220215}, {'label': 'anger', 'score': 0.22309869527816772}, {'label': 'neutral', 'score': 0.14514966309070587}, {'label': 'sadness', 'score': 0.038357701152563095}, {'label': 'surprise', 'score': 0.00941371638327837}, {'label': 'fear', 'score': 0.005132543388754129}, {'label': 'joy', 'score': 0.0019915339071303606}]]"
2,Manuj,5,Awesome product!,22 March 2025,Excellent product but bit costly!,Amazon,12am,English,Amazon Reviews,Excellent costly,,"[('admiration', 0.800456702709198), ('approval', 0.08587133139371872), ('gratitude', 0.07107395678758621)]","[[{'label': 'sadness', 'score': 0.27074578404426575}, {'label': 'surprise', 'score': 0.24405638873577118}, {'label': 'joy', 'score': 0.20607931911945343}, {'label': 'neutral', 'score': 0.11333470046520233}, {'label': 'anger', 'score': 0.08755218237638474}, {'label': 'disgust', 'score': 0.0681810975074768}, {'label': 'fear', 'score': 0.010050540789961815}]]"
2,Priyanka Balaji,5,Value per diaper very high,03 September 2024,"The quality of the diapers are very good. For my child the size I ordered & it's fit is pretty good. It can be used in the night time without the need to change diapers in between. There is no leakage and pretty safe to use considering the usage of natural products. But it's very costly. One diaper is almost 45-50rs which is not affordable by many. I use it only for my little one only during the night times or when going for a long car trip or train trip.
6 people found this helpful",Amazon,12am,English,Amazon Reviews,good fit good safe natural costly affordable many little long helpful,"('One', 'CARDINAL')","[('neutral', 0.4078967273235321), ('approval', 0.11065822839736938), ('disapproval', 0.08277822285890579)]","[[{'label': 'neutral', 'score': 0.9156074523925781}, {'label': 'joy', 'score': 0.02371608279645443}, {'label': 'surprise', 'score': 0.0184593815356493}, {'label': 'sadness', 'score': 0.018393483012914658}, {'label': 'disgust', 'score': 0.016193706542253494}, {'label': 'anger', 'score': 0.006445547100156546}, {'label': 'fear', 'score': 0.001184365013614297}]]"
2,Muzamilpasha,5,Definitely recommend it.,31 August 2024,Only diaper that fits my baby well and is leakproof. It's soft and very different from the diapers in Indian market.,Amazon,12am,English,Amazon Reviews,leakproof soft different Indian,"('Indian', 'NORP')","[('neutral', 0.5863163471221924), ('approval', 0.0839710459113121), ('realization', 0.06332438439130783)]","[[{'label': 'neutral', 'score': 0.8775197863578796}, {'label': 'disgust', 'score': 0.07482500374317169}, {'label': 'surprise', 'score': 0.017523562535643578}, {'label': 'sadness', 'score': 0.012235050089657307}, {'label': 'joy', 'score': 0.008460987359285355}, {'label': 'anger', 'score': 0.005431523080915213}, {'label': 'fear', 'score': 0.00400410033762455}]]"
2,Shweta Lohia,1,Bad packaging,14 June 2024,"Customer image
One person found this helpful",Amazon,12am,English,Amazon Reviews,helpful,"('One', 'CARDINAL')","[('neutral', 0.39600637555122375), ('approval', 0.0926637351512909), ('admiration', 0.090938039124012)]","[[{'label': 'neutral', 'score': 0.6803710460662842}, {'label': 'joy', 'score': 0.24599307775497437}, {'label': 'surprise', 'score': 0.030508648604154587}, {'label': 'disgust', 'score': 0.024904897436499596}, {'label': 'anger', 'score': 0.00912907812744379}, {'label': 'sadness', 'score': 0.007829535752534866}, {'label': 'fear', 'score': 0.0012637398904189467}]]"
2,Ravish arora,2,Disappointed with Pant style,18 April 2024,"I have used allter tape size diapers ever since my baby was little. I never had any issues with leakage or rashes, however their new pant style diapers are a big disappointment in that aspect. They do not have the same absorbency as the tape ones. I’m facing leakage issues, plus for the first time my daughter has got a diaper rash.
One person found this helpful",Amazon,12am,English,Amazon Reviews,allter little new big same first helpful,"('first', 'ORDINAL')","[('neutral', 0.588591456413269), ('annoyance', 0.07735776901245117), ('disapproval', 0.07174541056156158)]","[[{'label': 'neutral', 'score': 0.7888513803482056}, {'label': 'disgust', 'score': 0.08765392005443573}, {'label': 'sadness', 'score': 0.057006653398275375}, {'label': 'surprise', 'score': 0.03734084591269493}, {'label': 'fear', 'score': 0.011965425685048103}, {'label': 'joy', 'score': 0.009087957441806793}, {'label': 'anger', 'score': 0.008093788288533688}]]"
3,Soumi De,1,Experience is bad,09 December 2024,"Worst product ever
One person found this helpful",Amazon,12am,English,Amazon Reviews,Worst helpful,"('One', 'CARDINAL')","[('disgust', 0.3411257863044739), ('annoyance', 0.20207417011260986), ('anger', 0.14408740401268005)]","[[{'label': 'disgust', 'score': 0.9478901624679565}, {'label': 'anger', 'score': 0.035443443804979324}, {'label': 'neutral', 'score': 0.009059942327439785}, {'label': 'surprise', 'score': 0.0030087106861174107}, {'label': 'sadness', 'score': 0.0024448561016470194}, {'label': 'fear', 'score': 0.0013271317584440112}, {'label': 'joy', 'score': 0.0008258971502073109}]]"
3,Sneha,1,Waste of money,08 July 2024,"It leaks...horrible quality..it leaks......never buy it...huggies is the best,just change it withinh 4-5hrs to prevent rashes....never buy this diaper
One person found this helpful",Amazon,12am,English,Amazon Reviews,horrible best helpful,"('4-5hrs', 'QUANTITY')","[('neutral', 0.3005029559135437), ('fear', 0.16999030113220215), ('approval', 0.0763663724064827)]","[[{'label': 'fear', 'score': 0.888849139213562}, {'label': 'surprise', 'score': 0.03304615616798401}, {'label': 'sadness', 'score': 0.03159937635064125}, {'label': 'anger', 'score': 0.019421324133872986}, {'label': 'neutral', 'score': 0.013017792254686356}, {'label': 'disgust', 'score': 0.011319232173264027}, {'label': 'joy', 'score': 0.0027470369823276997}]]"
3,Muskan Gupta,4,Good,20 June 2024,"Perfect fit for my baby, gentle for the skin, loved it!!!
One person found this helpful",Amazon,12am,English,Amazon Reviews,gentle helpful,"('One', 'CARDINAL')","[('love', 0.5692250728607178), ('admiration', 0.43913784623146057), ('joy', 0.08545975387096405)]","[[{'label': 'joy', 'score': 0.663895845413208}, {'label': 'neutral', 'score': 0.24195349216461182}, {'label': 'disgust', 'score': 0.043026480823755264}, {'label': 'surprise', 'score': 0.02010154537856579}, {'label': 'anger', 'score': 0.017974961549043655}, {'label': 'sadness', 'score': 0.011556082405149937}, {'label': 'fear', 'score': 0.0014916117070242763}]]"
3,Neeru Bajaj,4,Good quality diapers,09 June 2024,"Diapers are perfect in size. They are leak proof and rash free.
2 people found this helpful",Amazon,12am,English,Amazon Reviews,perfect free helpful,"('2', 'CARDINAL')","[('neutral', 0.4626052677631378), ('admiration', 0.3652071952819824), ('approval', 0.13885056972503662)]","[[{'label': 'neutral', 'score': 0.9283053278923035}, {'label': 'joy', 'score': 0.023753851652145386}, {'label': 'disgust', 'score': 0.022135941311717033}, {'label': 'surprise', 'score': 0.011931282468140125}, {'label': 'anger', 'score': 0.00845513679087162}, {'label': 'sadness', 'score': 0.00366330798715353}, {'label': 'fear', 'score': 0.0017551417695358396}]]"
3,Meenakshi Gupta,5,Amazing product,03 June 2024,Bought these on a recommendation from a friend. Really loved the quality of the diapers and their organic nature.,Amazon,12am,English,Amazon Reviews,organic,,"[('love', 0.5449948310852051), ('neutral', 0.24945981800556183), ('admiration', 0.0842118188738823)]","[[{'label': 'joy', 'score': 0.5643178820610046}, {'label': 'neutral', 'score': 0.33138182759284973}, {'label': 'surprise', 'score': 0.05527309700846672}, {'label': 'disgust', 'score': 0.026082199066877365}, {'label': 'sadness', 'score': 0.011573854833841324}, {'label': 'anger', 'score': 0.010028992779552937}, {'label': 'fear', 'score': 0.0013421055627986789}]]"
